ticket_id,customerID,tipo_ticket,sentimento
TKT-02421,5208-HFSBT,Cobrança,Neutro
TKT-02422,5208-HFSBT,Técnico,Negativo
TKT-02423,8695-WDYEA,Dúvida Geral,Neutro
TKT-02424,6543-JXSOO,Dúvida Geral,Neutro
TKT-02425,6543-JXSOO,Técnico,Negativo
TKT-02426,3254-YRILK,Cancelamento,Negativo
TKT-02427,3254-YRILK,Cancelamento,Negativo
TKT-02428,3254-YRILK,Técnico,Negativo
TKT-02429,3254-YRILK,Cancelamento,Positivo
TKT-02430,3254-YRILK,Cancelamento,Negativo
TKT-02431,6416-YJTTB,Técnico,Neutro
TKT-02432,6416-YJTTB,Dúvida Geral,Negativo
TKT-02433,2667-WYLWJ,Cobrança,Negativo
TKT-02434,2667-WYLWJ,Cobrança,Negativo
TKT-02435,2667-WYLWJ,Cancelamento,Positivo
TKT-02436,2667-WYLWJ,Cancelamento,Neutro
TKT-02437,2667-WYLWJ,Dúvida Geral,Negativo
TKT-02438,2667-WYLWJ,Cobrança,Negativo
TKT-02439,4472-VESGY,Dúvida Geral,Neutro
TKT-02440,4472-VESGY,Cobrança,Negativo
TKT-02441,3195-TQDZX,Dúvida Geral,Positivo
TKT-02442,3195-TQDZX,Dúvida Geral,Neutro
TKT-02443,3128-YOVTD,Cobrança,Neutro
TKT-02444,0529-ONKER,Cancelamento,Positivo
TKT-02445,0529-ONKER,Dúvida Geral,Negativo
TKT-02446,1728-CXQBE,Técnico,Neutro
TKT-02447,1728-CXQBE,Cobrança,Positivo
TKT-02448,7041-TXQJH,Técnico,Neutro
TKT-02449,5014-GSOUQ,Dúvida Geral,Neutro
TKT-02450,5014-GSOUQ,Cobrança,Neutro
TKT-02451,0481-SUMCB,Técnico,Neutro
TKT-02452,1769-GRUIK,Cobrança,Negativo
TKT-02453,5240-IJOQT,Cancelamento,Negativo
TKT-02454,5240-IJOQT,Cancelamento,Negativo
TKT-02455,5240-IJOQT,Cancelamento,Negativo
TKT-02456,5240-IJOQT,Cancelamento,Positivo
TKT-02457,7427-AUFPY,Cobrança,Neutro
TKT-02458,1092-GANHU,Dúvida Geral,Negativo
TKT-02459,1092-GANHU,Técnico,Negativo
TKT-02460,1092-GANHU,Cancelamento,Negativo
TKT-02461,1092-GANHU,Técnico,Positivo
TKT-02462,9972-EWRJS,Dúvida Geral,Neutro
TKT-02463,0661-XEYAN,Cancelamento,Negativo
TKT-02464,0661-XEYAN,Cancelamento,Negativo
TKT-02465,0661-XEYAN,Técnico,Negativo
TKT-02466,0661-XEYAN,Cancelamento,Negativo
TKT-02467,5799-JRCZO,Cobrança,Neutro
TKT-02468,2924-KHUVI,Dúvida Geral,Negativo
TKT-02469,1925-GMVBW,Dúvida Geral,Neutro
TKT-02470,1925-GMVBW,Dúvida Geral,Neutro
TKT-02471,7881-EVUAD,Cobrança,Negativo
TKT-02472,7881-EVUAD,Cancelamento,Neutro
TKT-02473,7881-EVUAD,Técnico,Negativo
TKT-02474,5766-XQXMQ,Cobrança,Negativo
TKT-02475,5766-XQXMQ,Dúvida Geral,Negativo
TKT-02476,5766-XQXMQ,Técnico,Negativo
TKT-02477,5766-XQXMQ,Cancelamento,Positivo
TKT-02478,5766-XQXMQ,Técnico,Negativo
TKT-02479,5766-XQXMQ,Cancelamento,Negativo
TKT-02480,9327-QSDED,Técnico,Neutro
TKT-02481,1656-DRSMG,Dúvida Geral,Positivo
TKT-02482,3012-VFFMN,Cobrança,Negativo
TKT-02483,0640-YJTPY,Cobrança,Neutro
TKT-02484,8096-LOIST,Técnico,Negativo
TKT-02485,9764-REAFF,Dúvida Geral,Neutro
TKT-02486,3703-VAVCL,Cancelamento,Neutro
TKT-02487,3703-VAVCL,Cancelamento,Negativo
TKT-02488,3703-VAVCL,Técnico,Negativo
TKT-02489,3703-VAVCL,Cancelamento,Negativo
TKT-02490,7107-UBYKY,Dúvida Geral,Neutro
TKT-02491,7107-UBYKY,Cobrança,Neutro
TKT-02492,4881-GQJTW,Dúvida Geral,Neutro
TKT-02493,8519-QJGJD,Cobrança,Negativo
TKT-02494,7905-NJMXS,Técnico,Neutro
TKT-02495,2882-WDTBA,Técnico,Neutro
TKT-02496,2882-WDTBA,Técnico,Neutro
TKT-02497,2091-GPPIQ,Técnico,Neutro
TKT-02498,6326-MTTXK,Cancelamento,Negativo
TKT-02499,6326-MTTXK,Cancelamento,Negativo
TKT-02500,5071-FBJFS,Cobrança,Negativo
TKT-02501,5071-FBJFS,Cobrança,Neutro
TKT-02502,2429-AYKKO,Cobrança,Neutro
TKT-02503,2429-AYKKO,Cobrança,Neutro
TKT-02504,9798-OPFEM,Dúvida Geral,Positivo
TKT-02505,0330-IVZHA,Técnico,Neutro
TKT-02506,3794-NFNCH,Dúvida Geral,Negativo
TKT-02507,3794-NFNCH,Dúvida Geral,Positivo
TKT-02508,7114-AEOZE,Cobrança,Neutro
TKT-02509,2886-KEFUM,Dúvida Geral,Negativo
TKT-02510,2886-KEFUM,Técnico,Neutro
TKT-02511,2886-KEFUM,Cancelamento,Negativo
TKT-02512,2886-KEFUM,Dúvida Geral,Neutro
TKT-02513,5522-NYKPB,Cobrança,Neutro
TKT-02514,5522-NYKPB,Dúvida Geral,Positivo
TKT-02515,4237-RLAQD,Cobrança,Negativo
TKT-02516,9957-YODKZ,Dúvida Geral,Neutro
TKT-02517,6518-KZXCB,Cobrança,Neutro
TKT-02518,6518-KZXCB,Cobrança,Neutro
TKT-02519,2245-ADZFJ,Dúvida Geral,Neutro
TKT-02520,7776-QGYJC,Cobrança,Neutro
TKT-02521,7776-QGYJC,Técnico,Neutro
TKT-02522,9651-GTSAQ,Cancelamento,Negativo
TKT-02523,9651-GTSAQ,Cancelamento,Negativo
TKT-02524,9651-GTSAQ,Cancelamento,Negativo
TKT-02525,9651-GTSAQ,Técnico,Negativo
TKT-02526,9651-GTSAQ,Cobrança,Negativo
TKT-02527,9651-GTSAQ,Cancelamento,Negativo
TKT-02528,3186-BAXNB,Técnico,Negativo
TKT-02529,3186-BAXNB,Técnico,Negativo
TKT-02530,3186-BAXNB,Cancelamento,Neutro
TKT-02531,3186-BAXNB,Técnico,Negativo
TKT-02532,3186-BAXNB,Cancelamento,Negativo
TKT-02533,0637-YLETY,Cancelamento,Negativo
TKT-02534,0637-YLETY,Técnico,Negativo
TKT-02535,0637-YLETY,Cancelamento,Negativo
TKT-02536,0637-YLETY,Cancelamento,Negativo
TKT-02537,9818-XQCUV,Dúvida Geral,Negativo
TKT-02538,7338-ERIVA,Dúvida Geral,Neutro
TKT-02539,7338-ERIVA,Técnico,Neutro
TKT-02540,1157-BQCUW,Cobrança,Neutro
TKT-02541,1157-BQCUW,Cobrança,Negativo
TKT-02542,1157-BQCUW,Cancelamento,Negativo
TKT-02543,1157-BQCUW,Cancelamento,Negativo
TKT-02544,8259-NFJTV,Dúvida Geral,Positivo
TKT-02545,3223-DWFIO,Técnico,Neutro
TKT-02546,2660-EMUBI,Técnico,Negativo
TKT-02547,2660-EMUBI,Técnico,Negativo
TKT-02548,2660-EMUBI,Cancelamento,Negativo
TKT-02549,2660-EMUBI,Técnico,Positivo
TKT-02550,2660-EMUBI,Cancelamento,Negativo
TKT-02551,2660-EMUBI,Dúvida Geral,Negativo
TKT-02552,6968-GMKPR,Técnico,Neutro
TKT-02553,4751-ERMAN,Cobrança,Neutro
TKT-02554,4751-ERMAN,Técnico,Neutro
TKT-02555,1436-ZMJAN,Cobrança,Positivo
TKT-02556,1436-ZMJAN,Dúvida Geral,Negativo
TKT-02557,3292-PBZEJ,Cobrança,Neutro
TKT-02558,3292-PBZEJ,Técnico,Neutro
TKT-02559,0799-DDIHE,Cobrança,Neutro
TKT-02560,0799-DDIHE,Dúvida Geral,Neutro
TKT-02561,3070-FNFZQ,Dúvida Geral,Neutro
TKT-02562,7675-OZCZG,Técnico,Negativo
TKT-02563,7675-OZCZG,Cancelamento,Negativo
TKT-02564,5014-WUQMG,Dúvida Geral,Neutro
TKT-02565,5014-WUQMG,Cobrança,Positivo
TKT-02566,5312-TSZVC,Dúvida Geral,Positivo
TKT-02567,5312-TSZVC,Dúvida Geral,Positivo
TKT-02568,2003-CKLOR,Cobrança,Neutro
TKT-02569,2003-CKLOR,Cancelamento,Negativo
TKT-02570,0993-OSGPT,Técnico,Neutro
TKT-02571,0993-OSGPT,Dúvida Geral,Neutro
TKT-02572,9254-RBFON,Cancelamento,Neutro
TKT-02573,9254-RBFON,Técnico,Negativo
TKT-02574,1205-WNWPJ,Cancelamento,Negativo
TKT-02575,1205-WNWPJ,Cancelamento,Positivo
TKT-02576,1205-WNWPJ,Técnico,Negativo
TKT-02577,1205-WNWPJ,Dúvida Geral,Negativo
TKT-02578,1205-WNWPJ,Técnico,Negativo
TKT-02579,9391-EOYLI,Técnico,Negativo
TKT-02580,9391-EOYLI,Técnico,Positivo
TKT-02581,9391-EOYLI,Cancelamento,Negativo
TKT-02582,9391-EOYLI,Dúvida Geral,Negativo
TKT-02583,7108-DGVUU,Dúvida Geral,Neutro
TKT-02584,5127-BZENZ,Técnico,Neutro
TKT-02585,5127-BZENZ,Cobrança,Neutro
TKT-02586,2720-FVBQP,Cobrança,Positivo
TKT-02587,4522-XRWWI,Cobrança,Negativo
TKT-02588,3766-EJLFL,Técnico,Neutro
TKT-02589,3766-EJLFL,Dúvida Geral,Neutro
TKT-02590,8152-UOBNY,Cobrança,Neutro
TKT-02591,8152-UOBNY,Técnico,Neutro
TKT-02592,7351-KYHQH,Dúvida Geral,Negativo
TKT-02593,7351-KYHQH,Técnico,Positivo
TKT-02594,8246-SHFGA,Dúvida Geral,Neutro
TKT-02595,8387-MOJJT,Cancelamento,Positivo
TKT-02596,8387-MOJJT,Cancelamento,Negativo
TKT-02597,8387-MOJJT,Dúvida Geral,Negativo
TKT-02598,8387-MOJJT,Cancelamento,Negativo
TKT-02599,8387-MOJJT,Cobrança,Neutro
TKT-02600,8387-MOJJT,Cancelamento,Negativo
TKT-02601,6485-QXWWE,Cobrança,Positivo
TKT-02602,6485-QXWWE,Dúvida Geral,Neutro
TKT-02603,2761-OCIAX,Cancelamento,Neutro
TKT-02604,2761-OCIAX,Cobrança,Positivo
TKT-02605,2761-OCIAX,Técnico,Positivo
TKT-02606,2761-OCIAX,Técnico,Negativo
TKT-02607,2761-OCIAX,Cancelamento,Neutro
TKT-02608,2761-OCIAX,Técnico,Negativo
TKT-02609,7552-KEYGT,Dúvida Geral,Neutro
TKT-02610,5816-JMLGY,Cobrança,Positivo
TKT-02611,5816-JMLGY,Cobrança,Neutro
TKT-02612,3068-OMWZA,Cancelamento,Negativo
TKT-02613,3068-OMWZA,Cancelamento,Negativo
TKT-02614,6032-KRXXO,Técnico,Negativo
TKT-02615,6032-KRXXO,Cancelamento,Negativo
TKT-02616,6032-KRXXO,Dúvida Geral,Neutro
TKT-02617,7459-RRWQZ,Cancelamento,Negativo
TKT-02618,7941-RCJOW,Cobrança,Positivo
TKT-02619,4154-AQUGT,Cancelamento,Negativo
TKT-02620,4154-AQUGT,Técnico,Negativo
TKT-02621,4154-AQUGT,Cancelamento,Negativo
TKT-02622,4154-AQUGT,Técnico,Negativo
TKT-02623,3584-WKTTW,Técnico,Neutro
TKT-02624,1971-DTCZB,Dúvida Geral,Neutro
TKT-02625,3092-IGHWF,Técnico,Positivo
TKT-02626,3092-IGHWF,Cancelamento,Negativo
TKT-02627,3092-IGHWF,Cancelamento,Neutro
TKT-02628,3092-IGHWF,Técnico,Negativo
TKT-02629,3092-IGHWF,Cancelamento,Positivo
TKT-02630,3092-IGHWF,Cobrança,Negativo
TKT-02631,2812-REYAT,Dúvida Geral,Neutro
TKT-02632,6518-PPLMZ,Dúvida Geral,Neutro
TKT-02633,8017-LXHFA,Cancelamento,Negativo
TKT-02634,8017-LXHFA,Técnico,Negativo
TKT-02635,8017-LXHFA,Cancelamento,Negativo
TKT-02636,6022-KOUQO,Dúvida Geral,Neutro
TKT-02637,6352-TWCAU,Cancelamento,Negativo
TKT-02638,2929-QNSRW,Técnico,Neutro
TKT-02639,2929-QNSRW,Cancelamento,Neutro
TKT-02640,2929-QNSRW,Cancelamento,Negativo
TKT-02641,2929-QNSRW,Cancelamento,Negativo
TKT-02642,2929-QNSRW,Técnico,Negativo
TKT-02643,2929-QNSRW,Cancelamento,Positivo
TKT-02644,1262-OPMFY,Dúvida Geral,Neutro
TKT-02645,1262-OPMFY,Cancelamento,Positivo
TKT-02646,9504-DSHWM,Técnico,Positivo
TKT-02647,9504-DSHWM,Dúvida Geral,Negativo
TKT-02648,3533-UVMOM,Técnico,Neutro
TKT-02649,2439-LYPMQ,Técnico,Positivo
TKT-02650,2439-LYPMQ,Técnico,Neutro
TKT-02651,4248-QPAVC,Técnico,Positivo
TKT-02652,1899-VXWXM,Cancelamento,Positivo
TKT-02653,9995-HOTOH,Dúvida Geral,Neutro
TKT-02654,8883-ANODQ,Dúvida Geral,Positivo
TKT-02655,4690-LLKUA,Técnico,Negativo
TKT-02656,4690-LLKUA,Técnico,Neutro
TKT-02657,4690-LLKUA,Cancelamento,Negativo
TKT-02658,4690-LLKUA,Técnico,Negativo
TKT-02659,5980-BDHPY,Técnico,Negativo
TKT-02660,5980-BDHPY,Técnico,Neutro
TKT-02661,1498-DQNRX,Cobrança,Neutro
TKT-02662,1498-DQNRX,Cobrança,Neutro
TKT-02663,9469-WEJBT,Dúvida Geral,Negativo
TKT-02664,9469-WEJBT,Técnico,Neutro
TKT-02665,3331-HQDTW,Cancelamento,Negativo
TKT-02666,3331-HQDTW,Cobrança,Positivo
TKT-02667,3331-HQDTW,Técnico,Neutro
TKT-02668,3331-HQDTW,Cobrança,Negativo
TKT-02669,9490-DFPMD,Dúvida Geral,Neutro
TKT-02670,9490-DFPMD,Cancelamento,Negativo
TKT-02671,9490-DFPMD,Cancelamento,Negativo
TKT-02672,9490-DFPMD,Cancelamento,Negativo
TKT-02673,9490-DFPMD,Cancelamento,Negativo
TKT-02674,9490-DFPMD,Cancelamento,Negativo
TKT-02675,2581-VKIRT,Cobrança,Neutro
TKT-02676,2581-VKIRT,Cobrança,Neutro
TKT-02677,5442-XSDCW,Cancelamento,Negativo
TKT-02678,5442-XSDCW,Cancelamento,Neutro
TKT-02679,7426-WEIJX,Dúvida Geral,Neutro
TKT-02680,2851-MMUTZ,Cobrança,Neutro
TKT-02681,2851-MMUTZ,Cobrança,Negativo
TKT-02682,3049-NDXFL,Cancelamento,Negativo
TKT-02683,8580-AECUZ,Dúvida Geral,Negativo
TKT-02684,8580-AECUZ,Cancelamento,Negativo
TKT-02685,3307-TLCUD,Dúvida Geral,Positivo
TKT-02686,3307-TLCUD,Cobrança,Neutro
TKT-02687,6625-FLENO,Cobrança,Negativo
TKT-02688,2967-MXRAV,Cobrança,Positivo
TKT-02689,2967-MXRAV,Cobrança,Neutro
TKT-02690,7963-GQRMY,Cancelamento,Negativo
TKT-02691,7963-GQRMY,Cancelamento,Positivo
TKT-02692,7963-GQRMY,Cancelamento,Neutro
TKT-02693,7963-GQRMY,Dúvida Geral,Negativo
TKT-02694,7963-GQRMY,Cobrança,Neutro
TKT-02695,7963-GQRMY,Técnico,Negativo
TKT-02696,8189-HBVRW,Dúvida Geral,Positivo
TKT-02697,1228-FZFRV,Técnico,Negativo
TKT-02698,1228-FZFRV,Cancelamento,Negativo
TKT-02699,1228-FZFRV,Cancelamento,Neutro
TKT-02700,3761-FLYZI,Técnico,Positivo
TKT-02701,2058-DCJBE,Dúvida Geral,Negativo
TKT-02702,5364-XYIRR,Dúvida Geral,Negativo
TKT-02703,5364-XYIRR,Cancelamento,Negativo
TKT-02704,5364-XYIRR,Cancelamento,Negativo
TKT-02705,5364-XYIRR,Técnico,Negativo
TKT-02706,5364-XYIRR,Cobrança,Neutro
TKT-02707,5364-XYIRR,Cancelamento,Negativo
TKT-02708,4829-AUOAX,Cancelamento,Neutro
TKT-02709,4829-AUOAX,Cobrança,Negativo
TKT-02710,4829-AUOAX,Cancelamento,Neutro
TKT-02711,4829-AUOAX,Técnico,Negativo
TKT-02712,4829-AUOAX,Dúvida Geral,Negativo
TKT-02713,1219-NNDDO,Cobrança,Neutro
TKT-02714,4403-BWPAY,Cobrança,Neutro
TKT-02715,9659-QEQSY,Cobrança,Negativo
TKT-02716,9659-QEQSY,Dúvida Geral,Negativo
TKT-02717,5405-ZMYXQ,Cobrança,Neutro
TKT-02718,5405-ZMYXQ,Técnico,Neutro
TKT-02719,5047-LHVLY,Cancelamento,Negativo
TKT-02720,5047-LHVLY,Cancelamento,Negativo
TKT-02721,5047-LHVLY,Cancelamento,Neutro
TKT-02722,5047-LHVLY,Dúvida Geral,Neutro
TKT-02723,5047-LHVLY,Cancelamento,Negativo
TKT-02724,5047-LHVLY,Cancelamento,Negativo
TKT-02725,4737-AQCPU,Técnico,Neutro
TKT-02726,4737-AQCPU,Técnico,Negativo
TKT-02727,9158-VCTQB,Cobrança,Negativo
TKT-02728,9158-VCTQB,Cancelamento,Neutro
TKT-02729,9158-VCTQB,Cancelamento,Negativo
TKT-02730,6311-UEUME,Cancelamento,Negativo
TKT-02731,6311-UEUME,Cancelamento,Negativo
TKT-02732,6311-UEUME,Cancelamento,Negativo
TKT-02733,6311-UEUME,Cobrança,Negativo
TKT-02734,0793-TWELN,Cobrança,Neutro
TKT-02735,0793-TWELN,Técnico,Neutro
TKT-02736,3283-WCWXT,Dúvida Geral,Negativo
TKT-02737,3283-WCWXT,Cobrança,Neutro
TKT-02738,1060-ENTOF,Técnico,Neutro
TKT-02739,0999-QXNSA,Cobrança,Neutro
TKT-02740,0999-QXNSA,Cobrança,Neutro
TKT-02741,5451-MHQOF,Cobrança,Neutro
TKT-02742,4836-WNFNO,Cobrança,Negativo
TKT-02743,9225-BZLNZ,Cobrança,Neutro
TKT-02744,9225-BZLNZ,Dúvida Geral,Negativo
TKT-02745,0354-VXMJC,Dúvida Geral,Negativo
TKT-02746,0354-VXMJC,Dúvida Geral,Neutro
TKT-02747,9365-SRSZE,Técnico,Negativo
TKT-02748,6839-ITVZJ,Cancelamento,Negativo
TKT-02749,8332-OSJDW,Cobrança,Negativo
TKT-02750,8332-OSJDW,Cobrança,Positivo
TKT-02751,4735-BJKOU,Cobrança,Neutro
TKT-02752,0274-JKUJR,Técnico,Negativo
TKT-02753,5740-YHGTW,Técnico,Negativo
TKT-02754,1696-MZVAU,Dúvida Geral,Neutro
TKT-02755,0375-HVGXO,Dúvida Geral,Neutro
TKT-02756,0375-HVGXO,Cobrança,Neutro
TKT-02757,8593-WHYHV,Cancelamento,Negativo
TKT-02758,8593-WHYHV,Dúvida Geral,Negativo
TKT-02759,8593-WHYHV,Cancelamento,Negativo
TKT-02760,8593-WHYHV,Técnico,Negativo
TKT-02761,8593-WHYHV,Dúvida Geral,Negativo
TKT-02762,1298-PHBTI,Cobrança,Negativo
TKT-02763,6223-DHJGV,Cobrança,Neutro
TKT-02764,6223-DHJGV,Dúvida Geral,Neutro
TKT-02765,6961-MJKBO,Dúvida Geral,Negativo
TKT-02766,6097-EQISJ,Técnico,Negativo
TKT-02767,6097-EQISJ,Cancelamento,Negativo
TKT-02768,6097-EQISJ,Dúvida Geral,Neutro
TKT-02769,6097-EQISJ,Cobrança,Negativo
TKT-02770,6097-EQISJ,Técnico,Negativo
TKT-02771,6097-EQISJ,Dúvida Geral,Negativo
TKT-02772,4423-YLHDV,Cobrança,Negativo
TKT-02773,4423-YLHDV,Cancelamento,Neutro
TKT-02774,4423-YLHDV,Cancelamento,Positivo
TKT-02775,4423-YLHDV,Dúvida Geral,Negativo
TKT-02776,4423-YLHDV,Cancelamento,Positivo
TKT-02777,4423-YLHDV,Cobrança,Negativo
TKT-02778,8158-WPEZG,Dúvida Geral,Neutro
TKT-02779,8158-WPEZG,Técnico,Neutro
TKT-02780,0107-YHINA,Cancelamento,Negativo
TKT-02781,4918-FYJNT,Técnico,Negativo
TKT-02782,0727-BNRLG,Técnico,Positivo
TKT-02783,0727-BNRLG,Técnico,Neutro
TKT-02784,4854-CIDCF,Técnico,Neutro
TKT-02785,4854-CIDCF,Técnico,Neutro
TKT-02786,8640-SDGKB,Técnico,Negativo
TKT-02787,8640-SDGKB,Cancelamento,Negativo
TKT-02788,6435-SRWBJ,Técnico,Neutro
TKT-02789,6435-SRWBJ,Técnico,Neutro
TKT-02790,9964-WBQDJ,Cobrança,Positivo
TKT-02791,9964-WBQDJ,Cobrança,Positivo
TKT-02792,6303-KFWSL,Técnico,Neutro
TKT-02793,1702-CCFNJ,Dúvida Geral,Negativo
TKT-02794,8932-CZHRQ,Cobrança,Positivo
TKT-02795,8932-CZHRQ,Cobrança,Neutro
TKT-02796,0386-CWRGM,Cobrança,Neutro
TKT-02797,5515-RUGKN,Dúvida Geral,Negativo
TKT-02798,5515-RUGKN,Dúvida Geral,Neutro
TKT-02799,7279-NMVJC,Cobrança,Positivo
TKT-02800,4116-TZAQJ,Dúvida Geral,Positivo
TKT-02801,5935-FCCNB,Técnico,Neutro
TKT-02802,5136-RGMZO,Dúvida Geral,Neutro
TKT-02803,8345-MVDYC,Técnico,Neutro
TKT-02804,8345-MVDYC,Técnico,Neutro
TKT-02805,8226-BXGES,Dúvida Geral,Negativo
TKT-02806,3877-JRJIP,Técnico,Negativo
TKT-02807,3877-JRJIP,Cancelamento,Negativo
TKT-02808,3877-JRJIP,Técnico,Negativo
TKT-02809,3877-JRJIP,Cancelamento,Neutro
TKT-02810,8375-DKEBR,Cancelamento,Negativo
TKT-02811,9705-IOVQQ,Dúvida Geral,Neutro
TKT-02812,9705-IOVQQ,Cobrança,Neutro
TKT-02813,7511-YMXVQ,Dúvida Geral,Negativo
TKT-02814,2040-XBAVJ,Dúvida Geral,Neutro
TKT-02815,7551-JOHTI,Cancelamento,Negativo
TKT-02816,7551-JOHTI,Cancelamento,Negativo
TKT-02817,7551-JOHTI,Cancelamento,Positivo
TKT-02818,7551-JOHTI,Cancelamento,Neutro
TKT-02819,8887-IPQNC,Cobrança,Neutro
TKT-02820,8887-IPQNC,Técnico,Neutro
TKT-02821,8646-JCOMS,Técnico,Negativo
TKT-02822,9804-ICWBG,Cancelamento,Negativo
TKT-02823,9804-ICWBG,Cancelamento,Negativo
TKT-02824,9804-ICWBG,Cancelamento,Negativo
TKT-02825,9804-ICWBG,Técnico,Negativo
TKT-02826,9804-ICWBG,Dúvida Geral,Positivo
TKT-02827,9804-ICWBG,Cobrança,Negativo
TKT-02828,1222-KJNZD,Dúvida Geral,Neutro
TKT-02829,1222-KJNZD,Cobrança,Positivo
TKT-02830,0106-GHRQR,Técnico,Neutro
TKT-02831,0106-GHRQR,Cobrança,Neutro
TKT-02832,5318-IXUZF,Cancelamento,Negativo
TKT-02833,5318-IXUZF,Cancelamento,Negativo
TKT-02834,5318-IXUZF,Cobrança,Positivo
TKT-02835,5318-IXUZF,Cobrança,Neutro
TKT-02836,5318-IXUZF,Técnico,Neutro
TKT-02837,5318-IXUZF,Técnico,Neutro
TKT-02838,3768-VHXQO,Cobrança,Positivo
TKT-02839,3768-VHXQO,Dúvida Geral,Neutro
TKT-02840,2418-TPEUN,Dúvida Geral,Neutro
TKT-02841,3963-RYFNS,Cobrança,Negativo
TKT-02842,3963-RYFNS,Técnico,Positivo
TKT-02843,3198-VELRD,Cancelamento,Negativo
TKT-02844,3198-VELRD,Cobrança,Negativo
TKT-02845,3198-VELRD,Técnico,Positivo
TKT-02846,3198-VELRD,Cancelamento,Negativo
TKT-02847,3198-VELRD,Cancelamento,Negativo
TKT-02848,3198-VELRD,Cancelamento,Neutro
TKT-02849,8540-ZQGEA,Dúvida Geral,Neutro
TKT-02850,1320-REHCS,Cobrança,Neutro
TKT-02851,1320-REHCS,Cobrança,Neutro
TKT-02852,4137-JOPHL,Dúvida Geral,Positivo
TKT-02853,9436-ZBZCT,Cancelamento,Neutro
TKT-02854,9436-ZBZCT,Cobrança,Positivo
TKT-02855,7801-CEDNV,Técnico,Negativo
TKT-02856,7801-CEDNV,Técnico,Negativo
TKT-02857,2057-BOYKM,Técnico,Positivo
TKT-02858,3658-QQJYD,Dúvida Geral,Neutro
TKT-02859,0134-XWXCE,Cobrança,Neutro
TKT-02860,0134-XWXCE,Técnico,Positivo
TKT-02861,6950-TWMYB,Dúvida Geral,Positivo
TKT-02862,2243-FNMMI,Cobrança,Positivo
TKT-02863,5356-KZCKT,Cobrança,Neutro
TKT-02864,6519-CFDBX,Dúvida Geral,Positivo
TKT-02865,3902-MIVLE,Técnico,Positivo
TKT-02866,8763-KIAFH,Cobrança,Neutro
TKT-02867,8763-KIAFH,Cobrança,Neutro
TKT-02868,3669-WHAFY,Dúvida Geral,Negativo
TKT-02869,3055-VTCGS,Dúvida Geral,Neutro
TKT-02870,3055-VTCGS,Dúvida Geral,Negativo
TKT-02871,7279-BUYWN,Técnico,Negativo
TKT-02872,7279-BUYWN,Dúvida Geral,Negativo
TKT-02873,7156-MHUGY,Dúvida Geral,Neutro
TKT-02874,7156-MHUGY,Cancelamento,Negativo
TKT-02875,7156-MHUGY,Cancelamento,Negativo
TKT-02876,7198-GLXTC,Cancelamento,Neutro
TKT-02877,7198-GLXTC,Cobrança,Neutro
TKT-02878,7198-GLXTC,Cancelamento,Negativo
TKT-02879,7198-GLXTC,Cobrança,Negativo
TKT-02880,7198-GLXTC,Cancelamento,Negativo
TKT-02881,7198-GLXTC,Cancelamento,Neutro
TKT-02882,2007-QVGAW,Dúvida Geral,Positivo
TKT-02883,5207-PLSTK,Cobrança,Neutro
TKT-02884,5605-XNWEN,Cobrança,Neutro
TKT-02885,5605-XNWEN,Dúvida Geral,Neutro
TKT-02886,2155-AMQRX,Cobrança,Positivo
TKT-02887,6181-AXXYF,Dúvida Geral,Neutro
TKT-02888,6181-AXXYF,Cobrança,Neutro
TKT-02889,5091-HFAZW,Dúvida Geral,Neutro
TKT-02890,0516-VRYBW,Dúvida Geral,Negativo
TKT-02891,0516-VRYBW,Cancelamento,Negativo
TKT-02892,0516-VRYBW,Cancelamento,Negativo
TKT-02893,8380-PEFPE,Técnico,Negativo
TKT-02894,8380-PEFPE,Dúvida Geral,Negativo
TKT-02895,8380-PEFPE,Cancelamento,Negativo
TKT-02896,5687-DKDTV,Cancelamento,Neutro
TKT-02897,5687-DKDTV,Cancelamento,Negativo
TKT-02898,5687-DKDTV,Cobrança,Negativo
TKT-02899,5687-DKDTV,Cancelamento,Negativo
TKT-02900,5687-DKDTV,Cancelamento,Neutro
TKT-02901,5687-DKDTV,Cancelamento,Neutro
TKT-02902,1568-LJSZU,Cobrança,Positivo
TKT-02903,1568-LJSZU,Cobrança,Neutro
TKT-02904,7530-HDYDS,Técnico,Negativo
TKT-02905,7530-HDYDS,Cancelamento,Negativo
TKT-02906,7789-HKSBS,Dúvida Geral,Positivo
TKT-02907,7789-HKSBS,Dúvida Geral,Positivo
TKT-02908,3096-IZETN,Cancelamento,Negativo
TKT-02909,3096-IZETN,Cancelamento,Neutro
TKT-02910,3096-IZETN,Dúvida Geral,Neutro
TKT-02911,3096-IZETN,Técnico,Negativo
TKT-02912,4193-IBKSW,Dúvida Geral,Positivo
TKT-02913,5922-ABDVO,Cancelamento,Neutro
TKT-02914,5922-ABDVO,Cancelamento,Negativo
TKT-02915,5922-ABDVO,Cobrança,Positivo
TKT-02916,5922-ABDVO,Cancelamento,Negativo
TKT-02917,5922-ABDVO,Cancelamento,Neutro
TKT-02918,5922-ABDVO,Dúvida Geral,Negativo
TKT-02919,2474-LCNUE,Cobrança,Neutro
TKT-02920,2474-LCNUE,Cobrança,Neutro
TKT-02921,9172-ANCRX,Cancelamento,Neutro
TKT-02922,9172-ANCRX,Cancelamento,Negativo
TKT-02923,9172-ANCRX,Cancelamento,Positivo
